H55933,R39465,R39465_,R85482,U14973,R02593,T51496,H80240,T65938,T55131,T72863,H86060_,X63432,H20709,U14971,T52342,L28809,T63508,H09263,T49423,H79852,J02763,R22197,T59954,H80240_,T95018,H86060,T63484,R02593_,M11799,T61609,T62220,T51574,T48041,T96832,H54676,R86975,T63258,control1,control2,control3,control,T57619,T88723,R36455,T61602,T58861,U21909,T61661,control4,X73882,T78323,M80359,M35531,R35903,X67325_,U25435,D37931,M15841,D59253,H77510,R78142,R62945,X70070,U05040,U33429,T60778,X04011,L12350,R06749,U24105,T57468,M55422,M64110,U14577,K03474,T49204,D00760,H20856,R98410,H62854,T89666,D38551,U12140,M63239,D14689,M67454,T64128,R76825,U15212,X67699,R70790,L11706,T90549,D17390,M33210,H18490,H40891,R77780,T49647,Class
884.91876,1286.9662,1396.09,2885.805,602.7512,959.0637,1552.9075,624.57874,694.7075,1402.9312,1541.3,1061.675,1515.4912,965.43,1379.0035,1566.6812,1006.665,1362.0887,2699.2112,1082.5536,898.99646,584.0012,864.45715,996.5857,689.0637,626.53625,961.8275,763.95123,888.89624,781.845,504.97876,583.05963,530.2875,356.50714,1028.0024,1384.6488,678.1225,1428.3025,914.2575,715.5,920.46,1055.3025,1072.2775,619.8162,659.7388,884.3028,1211.7336,934.68097,788.7562,339.39166,31.58375,65.05125,113.84,64.8675,32.485,80.4,71.807144,78.5,34.235,76.15119,124.12375,160.35875,177.7381,112.53125,111.14286,187.79124,67.52619,96.11786,82.455,103.27625,33.856667,84.44125,83.34264,174.035,65.52625,112.48833,86.75,47.465477,129.3375,503.05,68.42,95.3,148.78625,99.2925,61.94875,28.98625,85.52125,355.39166,117.89125,53.71625,7.92125,57.67375,68.14,54.24375,82.2475,77.12,17.065,84.42875,139.68124,49.334522,Abnormal
1441.7112,1394.9287,1444.0338,2854.6975,1061.3037,2160.7239,1761.765,251.0925,854.755,1179.8538,1339.8875,409.075,617.64874,605.885,1105.2893,516.5062,286.71375,368.9475,5482.769,188.54643,343.58096,226.13,258.19525,199.30476,1335.4125,451.83624,1229.35,362.815,265.43,1259.4225,283.6125,231.06538,291.1986,264.2726,485.08875,872.26373,576.73627,678.45624,1487.3162,1750.2825,562.64874,203.94376,773.3038,745.7488,1765.955,276.89444,374.125,988.3107,1099.3888,1348.0383,13.5975,68.125,36.445,62.3625,23.03375,44.67875,40.66905,58.2375,60.075,56.52381,110.08625,48.92,120.69286,41.4725,19.732143,58.8,24.204762,64.88095,40.6075,18.43,8.488334,16.78125,30.641176,38.27125,43.54,68.128334,16.166668,23.936905,334.21375,12.1325,74.69125,27.0125,159.12,50.645,9.6275,12.71,27.20625,108.87083,53.0275,52.03375,8.83125,50.8125,35.92,22.52875,49.18375,19.52625,18.35125,54.69,12.82625,52.065475,Normal
242.5,1096.8025,582.195,471.77,825.8325,2353.7986,1414.6975,617.335,348.72375,410.8225,371.75876,284.35,200.95375,495.74124,307.78928,953.0525,720.35,920.8663,1514.9138,1102.65,485.15118,266.86374,238.4857,525.89526,276.98126,340.7925,869.69,497.31375,318.17126,677.65125,311.55374,393.8827,510.55417,325.2738,391.8625,437.47375,384.86,1127.5837,707.0538,315.46875,665.4625,449.11624,270.8575,158.14,461.25626,558.5278,563.21375,333.96072,1283.5338,1077.93,39.06125,11.505,17.4275,42.025,36.58625,32.3625,8.3714285,29.7225,10.14375,19.869047,64.13625,103.45875,121.45476,30.77875,35.644047,36.655,30.419048,71.25357,19.105,22.65125,15.943333,23.345,23.945587,15.805,64.3975,17.885,12.540476,32.657143,79.30625,69.375,14.175,20.5475,65.61375,6.89375,16.13,17.435,52.0725,16.304167,6.7975,11.44,27.6925,47.88125,15.82625,24.30875,37.92,20.53125,9.3325,8.76375,6.575,17.239286,Normal
337.28876,601.3663,849.2438,1123.4575,252.30125,1105.9138,444.9675,620.57874,247.1075,387.0875,335.8575,377.075,246.12125,510.79376,1877.3322,406.15375,390.27,267.06,876.735,432.39285,686.25,300.5125,251.39642,348.3131,369.97125,465.39374,258.15625,566.41,289.24875,430.6975,392.70874,315.375,590.8847,855.7238,700.4175,436.90125,632.16876,370.7175,308.05,352.15875,398.51126,312.25626,699.3237,263.34375,714.7375,480.375,337.29,572.3988,680.8738,550.9617,22.7575,13.7425,13.12625,14.86125,9.945,31.83625,28.320238,35.3675,11.54875,20.855951,74.25375,27.79125,74.03809,31.685,7.25,17.90875,21.363094,92.8381,23.5525,14.41875,8.008333,14.795,16.792646,44.76875,41.73375,7,8.627381,24.936905,67.3525,6.95125,13.73875,16.59875,39.27625,65.5475,20.60125,8.02,53.355,28.0125,38.06625,12.0925,45.47625,51.78625,152.6725,12.43875,19.88625,21.19,10.25,29.8625,17.12125,27.395239,Abnormal
1164.7988,1111.2875,985.72876,1953.745,301.51624,925.4475,1049.6212,630.145,215.63126,1059.3212,714.885,396.3125,626.0613,1236.725,439.9238,811.25,482.49875,1050.9625,549.15,270.58572,614.75116,292.19626,238.57976,544.9,330.775,447.25,829.1225,495.325,598.65625,433.39124,755.90875,285.175,604.3458,298.99762,643.44,955.63,478.2325,1589.51,462.67,584.4338,907.91,566.04376,252.275,207.57,654.11127,713.5639,1227.965,563.80475,1236.8812,480.71667,28.5425,43.165,41.6175,31.93,36.5575,53.48,47.785713,60.05125,29.64125,20.884523,46.2375,107.49875,61.675,72.53,94.35595,79.9075,23.789286,130.51071,51.0425,58.84375,22.223333,15.67,53.835293,50.97375,73.00125,38.141666,49.93095,39.090477,106.9125,45.68125,61.39625,28.87,75.69125,14.15125,67.16,10.52625,36.93875,24.504168,53.87375,37.97875,15.98125,93.23,19.8875,9.61375,6.6525,42.925,43.06375,31.3025,19.8375,25.425,Abnormal
406.61874,441.55,1193.8962,2952.12,499.2275,600.3,578.85126,722.2675,388.18875,811.5775,1175.475,744.05835,869.34125,828.0675,410.28928,1046.0912,941.90875,481.715,1246.6688,756.075,510.11667,689.79626,534.14526,583.47736,239.50626,183.155,483.40875,585.73627,876.22125,404.35376,1028.4688,224.35191,367.37222,469.2274,988.4325,713.35,646.1375,528.85876,336.115,331.245,542.05,652.79126,502.99124,610.515,1305.925,654.2583,240.95375,202.57976,681.145,256.70334,29.1575,15.7175,7.55125,34.77625,23.03625,21.64625,19.988094,54.0125,17.9625,14.216667,37.50125,62.59375,42.32738,69.06875,59.613094,13.345,29.559525,107.13571,23.8225,15.07875,9.201667,56.50375,37.414707,122.99875,66.49125,78.54667,54.265476,31.152382,212.4075,126.34875,22.7675,52.45625,6.90375,53.02875,33.9775,21.32625,77.895,79.0625,114.95,28.3075,39.245,52.8425,153.2375,30.61875,94.36,7.53,52.74375,6.5775,37.03625,30.570238,Abnormal
2131.56,1892.0413,1146.6337,1892.83,853.97626,2276.2263,1123.8239,972.93,771.4775,1286.0363,889.9575,1321.975,407.57126,893.59,2294.593,456.89624,514.13,1740.9,1127.5813,934.15717,752.5595,928.65625,1129.9595,598.5619,447.9275,1017.0625,554.2562,479.23624,558.95624,491.7575,1249.84,447.23846,737.73474,551.3369,492.35126,806.595,667.53375,1777.4312,446.68375,1752.9412,799.8787,618.845,508,1379.435,1445.4926,459.94443,2235.5786,1383.494,921.59875,820.36835,38.81125,75.61625,134.26375,75.9475,17.68375,149.66376,56.460712,45.6275,40.2875,55.345238,124.6525,118.555,186.525,139.02625,65.72857,80.22,56.00357,77.066666,125.62,130.7425,29.36,88.0875,63.705883,87.695,65.1825,88.93166,52.69643,61.861904,124.61375,608.295,82.34375,54.05875,176.9925,118.76625,52.28375,60.35625,117.83875,55.025,146.99625,50.94,63.2875,60.18125,13.4325,69.76125,100.49625,140.31876,21.6575,75.09875,67.59875,56.25,Abnormal
1628.5012,1055.9888,824.5075,2020.71,1178.74,1748.02,639.42,927.685,1124.4012,1359.315,3241.4875,1819.8708,708.8837,575.575,1485.7905,730.39374,742.72626,853.835,6224.3438,2354.6858,1133.8881,1053.2163,1683.2048,1076.725,1357.8613,1005.7512,441.55124,435.385,733.16125,550.195,1134.6912,639.8827,738.4069,823.4762,473.56375,654.8575,959.3063,529.2025,397.53,1322.2375,322.34875,970.6725,1093.2039,990.3013,1808.1562,708.69446,349.1375,1130.7856,1011.135,666.4683,51.7425,54.63375,83.45625,67.1325,31.92875,150.17125,95.74048,68.2325,55.8075,55.37738,109.86125,61.88125,217.15475,145.97125,91.85476,92.515,110.77738,64.28809,118.72625,39.105,35.108334,216.95125,73,161.1875,52.51,99.668335,60.66786,74.29762,142.3725,63.045,77.4525,108.95,225.4625,121.03875,17.55625,71.3275,156.8425,118.775,268.92874,47.64375,83.64,41.375,431.01624,52.0875,147.93875,95.16625,27.65375,119.055,115.26125,95.8,Normal
408.03876,679.45624,1106.5887,208.84375,1017.9075,919.79877,1853.0125,258.4425,792.4963,358.14624,439.98376,572.5917,953.14124,1096.2664,210.61905,1630.1238,668.39874,2042.6738,1021.715,1331.0536,296.08453,488.44,403.6369,1354.6964,272.1075,275.81375,1341.2336,877.535,513.1213,1603.6575,228.98,725.31537,318.07224,167.08571,583.125,768.2625,235.025,1948.4938,1125.1975,419.37875,675.38873,1603.26,335.03125,805.115,726.4925,713.8833,341.49,360.45,252.65,447.05167,24.59875,29.275,13.145,141.9525,21.74,22.67625,14.016667,80.58625,19.2,20.263096,35.56875,94.00625,92.67976,19.76625,41.967857,56.0475,19.172619,71.432144,17.6125,7.19375,10.323333,29.8,12.927941,18.76625,81.055,13.678333,27.595238,17.37857,150.77625,294.75876,21.01125,27.04375,72.6625,17.695,53.09125,6.84875,74.94375,97.979164,72.8025,11.2425,8.71,99.07875,208.49374,7.12,45.49,10.85125,42.75125,13.685,25.48,6.5654764,Abnormal
212.02625,210.40125,329.91626,501.93124,208.5275,354.3025,206.83125,205.7125,205.63374,203.525,202.98375,292.28333,200.93875,283.03125,372.15,192.57875,191.95625,191.7025,773.64,567.79285,188.375,319.3625,185.9762,182.42738,190.44376,267.56375,179.66376,208.16125,176.06876,174.57,170.62,181.72691,168.25,170.16548,200.01,165.52374,226.37125,161.72,200.72125,160.2475,159.55,159.4875,513.405,296.9925,370.55875,250.23889,153.4725,308.32858,152.5875,169.89,10.49125,7.55125,10.48375,26.04625,7.4375,7.38625,7.3785715,7.375,7.355,7.340476,7.32625,12.89875,7.3166666,10.7625,17.260714,7.235,19.865477,24.785713,12.79625,12.63,7.1783333,7.1525,7.0558825,29.57875,23.56,31.76,14.270238,8.945238,32.92375,24.605,6.93,21.06875,22.62375,26.71875,6.875,6.945,37.84,20.283333,36.56875,6.775,8.52125,21.3675,43.84,8.7725,21.355,6.61625,18.19,11.63125,20.245,16.439285,Normal
1382.1862,2049.905,1922.3375,2969.1912,1360.8562,1750.5212,1979.0087,624.8162,1079.1013,509.095,1338.0312,702.54584,1757.55,1323.2412,1059.8094,2160.986,1516.7388,1431.9211,6962.726,726.25714,1351.0131,618.145,710.8476,1581.7655,333.50626,789.2388,1648.325,1103.3488,720.27124,1331.7875,617.9437,527.4846,849.14307,553.43335,1071.85,2379.3738,528.02875,2363.9875,962.34375,1628.8625,1309.5138,1769.5024,1288.9075,971.99,1490.1613,740.41943,2093.631,1267.656,1106.0487,868.77,15.01375,50.1025,66.05375,53.73875,36.825,150.02126,39.429764,127.48625,32.29125,76.98095,184.56876,129.38,230.72144,157.93124,170.2369,142.8675,69.04762,110.01548,76.2475,134.94,29.821667,52.16625,67.29412,128.81375,53.6125,94.49333,122.79286,53.785713,269.52124,64.725,55.80875,71.77875,161.08624,88.73625,65.0075,39.79875,53.56875,50.729168,137.3325,112.19625,89.19,121.60625,35.065,37.31125,24.0175,52.17625,56.3175,106.525,39.6,107.0381,Normal
1076.05,1664.52,576.42126,764.48126,1184.98,1393.2,467.34625,567,1172.1,443.1025,927.335,628.2375,944.90125,652.15,920.6119,1385.7637,631.3125,525.975,1071.29,783.2321,649.7524,479.995,440.6238,1594.232,354.33124,478.43,668.465,391.68,294.56625,413.58,552.3625,281.18076,541.3889,367.38928,390.9,590.4363,342.82626,781.21375,177.02374,1134.9937,917.0175,1325.6212,156.99,809.425,1393.0925,283.03333,477.8325,743.29645,858.77124,523.14166,19.07625,77.0325,53.85125,177.98875,29.42875,104.56875,33.385715,74.4075,31.1975,32.986904,172.6625,80.65875,118.43452,100.19,109.73333,67.205,41.363094,24.816668,38.15125,67.07,37.68,42.8825,45.07206,27.81875,22.03875,45.708332,25.45,40.907143,106.64,114.5825,85.11625,47.2,120.55,107.0375,26.93875,70.23625,77.59375,28.579166,72.56375,43.2525,27.17625,53.095,28.5875,29.41625,59.7125,96.56875,108.92125,32.28625,54.51125,31.170238,Abnormal
1373.2675,1549.6938,495.67874,1061.0275,1602.1825,1354.4725,526.6975,467.99625,940.20624,439.705,1177.6625,676.225,986.79626,512.3,955.9167,818.62,462.46875,613.515,1156.5562,785.3,647.3964,478.97876,548.5833,370.1726,433.90375,473.615,447.13,277.6875,309.235,349.22626,546.2825,374.95963,371.99307,412.4369,291.1525,500.25,319.3175,655.775,240.895,824.8187,633.835,395.2575,186.70876,880.21625,1162.9525,328.91666,461.53876,925.89166,1154.9788,581.75,18.9525,68.48,79.12375,81.4875,28.9225,84.58625,33.478573,57.44625,35.83125,43.465477,175.1,70.80375,181.19643,90.35375,75.060715,82.86,29.658333,35.230953,32.76,95.3075,24.445,55.6175,47.288235,28.4825,18.14625,50.691666,18.639286,25.77619,125.435,131.465,79.85875,53.19375,127.32875,78.3475,46.99375,40.0775,83.925,25.829166,78.8325,38.19625,63.2825,60.38875,32.87625,32.935,89.5825,67.86875,70.94875,36.4075,55.9825,20.075,Abnormal
2689.1787,2790.7188,1317.7938,2653.66,1824.74,2325.14,1413.6775,995.63,1587.2675,577.98126,1784.5837,1283.9083,2387.2988,1655.88,934.2762,522.49,1072.3062,800.98,864.40375,568.0179,829.1845,711.125,624.7833,580.7,1410.7112,1157.1163,1453.7738,809.14874,569.9313,1152.6975,940.40125,571.00964,1375.7694,715.05835,756.4225,2054.4514,523.22876,2426.1863,997.8175,2259.4375,1050.2488,539.2425,520.7675,1158.695,2071.7263,504.1389,1176.0762,2705.0608,1330.4725,1022.7233,38.60625,72.37125,314.7425,140.085,53.53125,203.7475,98.70119,95.845,76.93625,94.78214,157.135,153.22626,284.51785,149.7375,85.194046,143.175,92.21786,80.810715,134.79625,533.2388,116.18167,82.89875,55.125,55.28375,86.8125,96.58,56.634525,39.259525,297.745,187.18625,151.905,111.3425,355.1875,121.465,150.50874,79.665,132.96,60.525,124.295,106.12625,43.57125,136.05875,77.1,55.32875,123.1375,165.0125,93.54625,109.2475,87.64125,70.03928,Normal
3125.6775,3514.3738,905.86127,2072.5662,3860.5686,2362.006,1352.23,1350.3262,2336.3625,1491.815,2775.9487,2114.9458,1483.9575,672.175,1854.0369,1602.9813,990.8125,1182.8838,2578.1387,1784.7179,1577.844,1199.775,1398.8333,1277.1964,1963.4512,1124.3575,700.29877,579.2875,609.8162,617.6763,1624.095,463.10385,1320.2875,1017.8119,431.74,861.5225,766.4487,1928.9088,719.52875,2569.6687,940.9963,874.1238,228.50125,1568.005,3087.3274,822.4278,1498.0338,2776.462,1320.9762,1187.7783,50.03875,140.76,142.07124,245.1025,42.25875,235.68625,101.42619,64.6475,140.26125,171.69167,610.17126,110.86625,359.67142,249.95876,146.45119,185.42375,130.04405,37.604763,95.5125,525.3675,46.286667,142.48125,39.692646,57.2475,9.68,239.79668,54.95595,52.65,183.7675,210.305,310.2125,113.04125,335.015,217.78876,64.5325,141.3575,234.42,48.245834,212.17,183.4875,93.12,81.21,88.68,105.3475,159.77625,195.745,242.2425,103.875,101.11375,99.09167,Normal
2202.6125,3770.5962,1588.9788,2706.3025,2487.6238,3380.5989,1633.8525,1192.1086,2009.5162,836.0725,1903.3975,1539.6458,1475.4188,1566.3289,2079.245,3293.1575,556.5125,1782.4312,686.8787,2743.275,1624.3524,818.5538,937.00116,2896.1274,362.62875,860.45,1108.1863,848.415,699.4325,1038.545,1303.4125,583.50385,707.19165,913.2607,632.8925,1458.3912,741.3975,1951.5088,589.385,1249.9963,1264.3025,2860.0337,477.49374,2011.31,4041.36,860.1889,1398.285,1304.4845,2035.5425,1393.235,75.5125,116.6525,107.84125,239.35875,19.31,175.45125,74.38809,117.82375,78.37375,65.24286,370.28876,147.20625,371.73096,200.66875,141.11429,229.42876,71.58572,126.625,88.49375,89.86875,71.84167,104.83625,48.841175,103.95,39.90125,102.135,41.235714,86.30476,294.92126,449.50125,152.285,112.23,314.39374,172.57875,90.86875,82.45375,155.255,55.7125,278.00375,77.8325,102.46375,132.66624,35.9325,87.425,102.3675,205.405,145.19376,53.80625,53.42,106.26548,Abnormal
1933.1337,1967.9875,1224.03,1436.0625,1530.6525,1692.3562,2521.2063,958.03375,1124.8337,945.91626,3812.5613,1644.375,1760.8912,1490.9038,548.8036,2451.0225,1879.6787,2476.3113,592.8075,4013.2144,1324.2881,1081.56,1197.8262,2402.8845,1530.9489,1125.1437,948.1,1028.85,971.2375,1098.5988,1230.8662,792.7635,707.4861,672.3369,556.22,1555.6438,663.84,2201.0874,1056.9725,1286.795,2111.85,2808.465,4394.5938,2287.6912,1009.1537,745.1445,929.315,2713.7988,1644.05,928.795,72.27375,141.2275,203.05,93.9225,126.6525,230.01625,89.99286,73.7625,116.34625,125.39762,431.985,92.35,553.7286,249.14125,148.90714,551.04626,112.54048,124.7119,104.17,87.475,79.026665,143.82124,68.555885,85.87,66.76125,190.25166,50.141666,71.05119,168.55376,473.56876,250.72125,115.8775,387.10126,163.1775,54.55125,149.52,226.07124,58.75,152.23375,128.23125,42.27,81.64875,49.385,79.6375,297.7175,109.52375,95.49625,77.10125,124.32875,123.82262,Abnormal
461.135,1399.6688,673.22,1601.0789,937.615,839.93,863.14374,629.945,671.79626,212.4525,714.8975,549.5292,1291.1274,685.6375,1090.6321,1007.4325,1590.53,1295.9875,295.9125,1149.9393,945.6226,522.6863,440.7631,812.3595,387.00125,179.7675,549.78375,674.4575,387.37375,565.15875,773.70374,479.6154,561.6222,659.34644,473.71875,852.595,358.96124,1161.4637,335.465,366.925,978.40125,605.545,372.21124,495.89124,837.40875,582.0139,565.60376,276.0012,307.155,468.19333,41.51125,11.17625,27.79,52.5725,48.765,44.16125,12.083333,101.16375,19.95875,32.528572,190.3,83.21625,43.159523,106.85125,76.02857,27.60875,23.14881,65.94524,7.19625,74.635,8.771667,58.2875,91.65588,32.75625,43.12375,23.438334,34.360714,20.657143,118.32875,260.42374,27.28125,57.20375,32.7075,96.1075,60.55125,73.2425,133.22874,23.145832,57.33625,22.68375,42.2325,63.665,57.23875,28.0225,98.0725,57.97375,69.285,13.71125,29.93375,54.37381,Abnormal
747.27,2123.0889,1374.6775,2157.7961,1003.2912,1192.3125,1395.7087,643.3575,685.1287,231.85875,475.35626,679.37915,1822.0487,1274.4788,473.80713,1041.71,629.265,453.965,657.235,606.36786,870.24646,634.54376,631.8393,395.2607,430.58,295.2475,1244.82,621.3275,400.89,858.53625,660.6175,568.32306,412.3736,549.4357,640.95123,1384.085,315.24875,1870.57,556.5875,542.1262,1166.8774,488.69,262.81,738.5525,894.8237,421.08334,538.4675,556.6405,1200.135,607.31665,20.86875,26.90125,50.5025,55.0675,18.7275,40.56625,18.583332,136.31125,20.9,26.44881,218.3,96.42375,82.579765,77.8175,99.65714,31.15,14.719048,86.01786,19.15625,107.80375,12.743333,55.2325,49.67794,55.55625,29.4,24.131666,34.713097,26.163095,336.53,72.21625,53.37375,52.53375,63.5725,108.27125,114.89875,42.34875,98.9625,24.2375,73.73875,19.20625,47.65625,102.59375,34.00125,32.59875,83.3475,56.0375,50.9075,21.27,59.475,56.407143,Normal
1582.7137,1351.615,1209.6125,2892.9275,1116.27,1680.19,1445.7688,809.36,1066.655,587.96,2175.8362,886.0417,3265.115,2043.015,1009.1345,1132.1462,1566.6713,1194.9688,4290.6113,946.3179,759.87024,815.0325,752.68097,861.8833,916.6912,1138.425,1144.4425,988.0625,894.275,999.305,794.37,642.2019,966.9611,495.85834,977.805,1649.2025,419.69,2680.7876,884.5012,1525.1638,1322.25,811.9325,468.805,977.1788,1606.905,629.2833,1700.6176,1884.7333,991.525,937.86835,29.88125,76.53125,170.55624,130.775,62.9575,143.41125,72.23214,143.20125,81.6475,42.317856,368.92624,201.22626,227.1488,162.13875,190.72858,194.9875,65.92262,94.6369,103.28125,180.0525,117.28667,67.76375,169.09853,57.53125,100.52875,79.1,67.65238,64.53452,232.81375,236.145,142.40625,77.18875,290.34625,119.53625,101.2275,79.14625,128.395,23.2375,122.37875,78.5875,63.8325,174.61874,65.105,76.9425,98.7675,155.6625,123.37125,99.04,64.2875,62.05119,Abnormal
1548.6038,1438.085,773.6188,1309.4075,570.1125,1301.9188,881.6362,557.075,323.6775,374.2875,1198.2638,673.81665,570.0775,842.9625,1179.5333,593.90125,458.68625,2344.5024,1637.8175,877.7607,846.8357,466.94626,404.2631,426.7131,1016.275,490.9675,557.1325,548.60626,422.24124,411.12625,592.4075,243.34038,755.625,521.0607,378.97125,774.28876,398.49374,751.29376,342.41376,1049.52,1004.3037,460.36874,320.46625,537.10876,591.59875,266.71112,1549.3914,1097.6989,824.18,574.425,25.9475,75.74,77.95,63.30375,27.41125,87.59125,33.284523,40.26,32.67875,42.934525,174.9625,56.30375,118.5881,92.78375,61.609524,58.055,33.486904,53.59881,43.145,100.225,19.488333,42.34625,32.507355,52.65625,20.09875,33.591667,30.833332,37.346428,161.0475,276.93,80.1625,29.73625,109.675,72.925,109.26,23.845,73.945,22.633333,63.30625,36.81125,49.9725,82.55375,42.9575,38.18875,79.23625,90.7225,34.57,47.795,31.17875,21.177382,Abnormal
1068.3225,1194.7462,1206.3812,2463.965,729.60126,677.6163,1194.4012,342.92874,651.71875,239.32875,712.7413,495.95834,2615.56,1479.1075,858.68335,1575.3175,477.85626,1563.6488,850.1675,754.5607,384.4631,363.11874,389.05237,588.4524,252.05624,338.17374,1288.23,952.6863,621.0875,771.71625,354.88126,578.775,333.65695,312.75833,634.7925,1330.3925,181.9325,2983.285,684.5737,579.7512,1331.4563,568.4387,348.865,540.8113,905.185,478.5639,1312.2538,668.5083,488.91626,359.51834,13.6575,47.725,81.01625,92.34875,68.9875,77.8125,27.652382,163.2,23.9725,24.303572,128.05125,224.56,138.54405,37.64,157.1381,58.025,16.633333,100.13333,25.97125,123.91125,13.016667,39.72,55.061764,33.66875,57.9175,25.653334,41.230953,22.955952,187.52126,1069.4,47.43375,28.405,72.66,51.28,151.3125,47.75875,86.45,33.85,65.67375,22.90375,35.3425,203.68,38.19,21.57625,71.83625,110.8225,49.37,17.03375,22.58875,20.980951,Normal
1525.6425,2214.2837,805.8875,1579.4587,1378.76,1825.2712,614.39124,1270.1414,941.0513,1891.35,1166.2012,1716.075,1718.7125,556.20374,509.7393,1073.6575,683.1937,1008.13,3853.275,806.95,739.5976,1113.0262,1034.2786,1271.0286,1205.0024,1140.3011,741.7975,389.3825,655.3875,418.475,1580.1475,512.80963,692.0708,698.39404,642.3088,959.33124,550.905,1116.5074,622.9913,747.48,637.2275,1116.1188,285.38626,755.39124,1552.7213,755.95,1754.4325,1361.8429,973.97125,854.2317,18.54375,63.66875,97.17,76.835,19.90375,148.90875,62.75595,89.38,144.28,165.97025,264.95874,56.01125,278.45,140.96124,90.61548,153.7025,98.70119,32.36667,70.32,164.06876,65.04833,87.22,41.125,87.4775,9.85875,287.19833,55.734524,47.75833,63.8075,84.98,403.95126,78.99125,133.81375,136.00125,68.94125,62.7725,162.78,56.7,143.1125,220.3,71.4375,123.3,29.16125,72.56125,86.52625,94.92,232.3375,36.18625,87.51875,92.42381,Normal
1318.9926,1484.8175,1476.4976,2848.425,1619.9187,894.71875,1565.6387,277.00125,977.1937,321.99,507.3075,559.0417,2455.7637,1429.3562,577.4369,625.7875,555.04877,1100.4163,190.68625,498.2143,361.4357,358.5575,442.0774,539.3369,180.82,322.155,1766.0225,919.195,583.84375,911.53,343.35626,399.36923,319.5514,288.67618,625.765,1608.1025,164.6325,2983.7976,935.87,955.8762,1159.8888,523.8625,390.3225,857.89,1433.9976,567.41943,1517.1687,601.5917,574.1213,410.17166,9.92375,26.71875,78.3125,131.3925,45.42625,82.46375,16.22857,109.45625,15.3625,40.719048,93.955,239.81125,58.67143,34,136.97382,35.41125,25.682142,135.86429,15.5225,119.5475,17.826668,35.80875,85.32059,43.045,52.0725,37.821667,39.19643,16.154762,413.615,141.60126,43.80625,27.56,79.62375,70.49375,128.6525,53.98,80.275,31.895832,58.03625,34.34875,40.90875,160.03375,80.51625,13.95125,57.875,74.02,38.875,30.60875,37.085,31.225,Abnormal
1697.665,750.21124,827.72,1682.0413,861.12,544.7325,677.91,223.2075,722.0613,410.94376,3577.4424,592.87915,1101.9587,705.8825,482.30475,547.5325,1064.915,726.71625,3756.4739,985.525,676.4941,422.4475,565.33093,908.58215,1718.9362,556.8762,444.95374,486.5775,502.1175,618.90375,224.0325,730.8404,770.45416,342.57025,612.1962,741.0275,332.16376,434.85126,288.19626,1105.9938,592.1287,736.6987,1160.0938,737.34375,1484.5988,521.93335,272.3975,316.69644,726.205,287.145,14.97375,34.6275,105.24625,38.26375,27.9775,95.3975,67.66428,50.21,49.7275,111.75476,102.89125,48.795,268.13214,23.30125,96.080956,81.48625,73.78928,73.565475,81.235,98.4025,63.95,60.835,80.93382,94.17625,31.75125,60.345,55.115475,13.095238,119.0775,108.7225,70.94875,48.7475,114.35,63.625,38.78875,28.47,103.075,61.6625,90.31375,31.6125,16.27125,60.1275,125.5775,26.525,54.16,23.58875,52.56625,40.51375,26.4425,21.8,Abnormal
1110.13,2872.9739,1003.735,1623.16,1856.1963,1448.195,1293.7913,557.03125,889.3225,461.32376,1303.6412,793.37085,1766.735,933.97,224.5381,615.1362,1437.3875,586.90125,2733.2087,634.95715,874.1488,704.1625,720.4917,759.32025,883.5112,533.6725,1663.4463,572.9675,550.41125,756.35626,607.9125,490.78653,1173.0153,636.57855,538.0825,1511.5638,523.5613,1639.6761,588.65,1517.8864,671.4425,826.4775,293.99625,288.15125,1187.4988,295.49722,384.1975,534.95355,1662.79,941.5867,26.53625,100.11875,132.1225,79.61625,46.20625,90.6825,61.541668,122.73875,67.31625,71.814285,212.625,153.89125,288.775,30.4725,154.08571,91.67375,60.663094,79.5881,68.31875,100.875,39.955,19.0025,65.27206,36.76625,58.7525,83.988335,70.59048,60.659523,41.5575,65.14875,63.90125,9.57375,205.55624,71.5475,121.225,67.275,123.2075,74.254166,130.535,44.355,58.5775,169.0275,83.0225,38.92625,111.81625,141.04875,88.19625,68.07375,51.07625,24.815475,Abnormal
2166.3389,670.3137,462.3225,1332.755,415.22375,421.285,515.03876,218.09,300.94876,244.96875,1954.395,346.75833,997.3812,578.41626,951.65594,766.02,1250.4938,910.8013,2615.8286,435.0607,313.27618,320.35876,304.15,467.8,1588.1025,659.415,395.9325,326.12375,279.855,395.98126,222.995,351.49423,602.31946,338.91904,299.42,524.46,262.56375,584.53876,344.67874,1051.5688,535.97375,465.685,173.60126,335.95126,362.76624,277.73056,818.6975,951.2321,600.59125,260.50668,15.98,96.44875,142.2925,17.3425,15.93625,119.13,95.34881,94.2825,29.88625,60.488094,69.7675,65.4325,298.14047,18.48,90.295235,184.2125,56.07857,47.020237,64.6625,123.89,20.841667,15.5425,38.136765,17.64375,18.80375,53.841667,23.645239,22.375,74.58375,195.145,57.53875,19.3975,150.73125,24.94875,54.745,20.24875,71.28,26.970833,38.07875,38.47,30.5275,56.7525,31.67375,15.40375,42.94875,36.81125,26.6875,48.4375,19.24625,8.37619,Abnormal
